LotNo=8J208472700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
1273,2.1538,2.9825,44.3,2.446,1167.87,1275.29,441.18,448.9,21.31,2.9825,1275.29,441.18,133,136,1.8429,1.6704,2.1135,2.4419,1.3161,443.56,0.5247,18.61,2.4205,0.4575,2.1135,1275.29,441.18,448.9,1.2219,20.35,2.9825,44.3,44.3,2.446,2.446,74.41,79.81,79.98,66.8,32.77,50.66,73.56,79.43,49.32
1274,2.0937,2.9222,34.6,0.099,1276.69,1495.84,442.13,448.79,21.83,2.9222,1495.84,442.13,134,136,1.6237,2.1732,2.2627,2.1393,2.7083,453.84,2.3355,19.33,0.0244,0.2972,2.2627,1495.84,442.13,448.79,2.1787,21.77,2.9222,34.6,34.6,0.099,0.099,79.67,45.08,49.32,66.48,31.45,31.37,42.06,38.97,56.1
1275,1.6271,3.1317,23.6,0.6123,1206.11,1040.49,456.04,446.12,19.58,3.1317,1040.49,456.04,135,136,1.6497,2.2832,2.314,2.4055,0.2542,458.92,1.3022,20.44,1.7589,2.9821,2.314,1040.49,456.04,446.12,0.506,19.08,3.1317,23.6,23.6,0.6123,0.6123,59.44,65.17,49.6,66.88,46.41,30.73,46.59,52.29,45.31
1276,1.661,2.9791,15.8,1.9597,844.48,1169.71,453.86,449.32,19.48,2.9791,1169.71,453.86,136,136,2.0543,1.7024,2.3847,2.1585,1.9909,442.42,1.7641,21.21,2.5058,0.9731,2.3847,1169.71,453.86,449.32,2.2239,18.75,2.9791,15.8,15.8,1.9597,1.9597,75.78,70.1,72.3,35.18,44.48,31.45,67.17,68.98,37.3
1277,2.4424,3.4947,28.2,1.0667,908.48,1364.99,446.59,444.03,21.8,3.4947,1364.99,446.59,137,136,2.2425,2.3138,1.8697,2.0441,1.8929,455.04,0.2876,19.91,0.2476,0.7764,1.8697,1364.99,446.59,444.03,0.9196,20.32,3.4947,28.2,28.2,1.0667,1.0667,36,34.85,57.23,74.31,44.5,51.05,66.98,57.31,63.32
1278,2.0953,3.3964,19.6,0.0909,804.28,1497.67,444.39,442.72,21.12,3.3964,1497.67,444.39,138,136,2.3848,1.555,2.3509,1.776,2.0557,452.75,2.6752,18.23,1.9083,0.564,2.3509,1497.67,444.39,442.72,1.8798,20.12,3.3964,19.6,19.6,0.0909,0.0909,44.17,41.99,69.89,37.97,65.6,56.07,73.33,30.83,43.79
1279,1.7437,3.1026,37.6,0.5476,1401.51,1065.38,443.84,442.13,19.41,3.1026,1065.38,443.84,139,136,1.8052,1.934,1.614,2.4694,1.854,456.88,0.8531,19.81,2.6762,1.915,1.614,1065.38,443.84,442.13,2.4452,20.5,3.1026,37.6,37.6,0.5476,0.5476,43.26,68.15,75.73,70.41,69.25,75.06,51.82,68.69,63.08
1280,2.0382,3.0425,25.3,0.6391,1238.66,1126.87,454.2,459.25,21.19,3.0425,1126.87,454.2,140,136,2.4374,2.3512,2.4289,2.4563,2.4714,451.9,2.6085,19.04,0.9173,1.7173,2.4289,1126.87,454.2,459.25,1.9283,20.91,3.0425,25.3,25.3,0.6391,0.6391,49.24,55.46,63.61,72.71,42.57,72.97,53.64,50.63,69.13
1281,1.9058,2.8207,34.5,1.5888,1447.95,1090.96,451.79,450.62,18.17,2.8207,1090.96,451.79,141,136,2.3844,1.9604,2.1211,1.5541,1.7207,456.8,2.5573,19.01,1.6345,2.6528,2.1211,1090.96,451.79,450.62,0.1183,20.59,2.8207,34.5,34.5,1.5888,1.5888,62.25,58.77,72.62,78.56,70.71,62.46,33.6,54.34,67.59
1282,1.8485,3.2912,13.3,1.4117,1076.24,1341.72,441.96,453.68,18.32,3.2912,1341.72,441.96,142,136,2.3268,1.8706,1.9727,1.9547,1.1974,457.63,2.4748,18.47,0.5273,2.9402,1.9727,1341.72,441.96,453.68,2.4666,18.3,3.2912,13.3,13.3,1.4117,1.4117,60.18,43.88,45.89,75.83,56.74,52.55,52.39,75.73,78.28
1283,2.2626,3.2984,41.5,2.5347,1030.24,1093.14,456.1,453.1,19.64,3.2984,1093.14,456.1,143,136,2.304,2.3067,2.162,2.2816,1.6619,459.06,1.2005,21.68,0.2694,0.4914,2.162,1093.14,456.1,453.1,0.9164,19.05,3.2984,41.5,41.5,2.5347,2.5347,47.18,75.9,52.87,45.79,41.6,73.7,34.63,32.48,79.07
1284,2.3722,3.3429,21.1,2.7922,1009.4,1027.59,452.2,455.94,18.44,3.3429,1027.59,452.2,144,136,2.4591,1.7877,1.756,1.7116,1.8714,444.7,0.3073,21.79,2.9564,2.9271,1.756,1027.59,452.2,455.94,0.0281,19.39,3.3429,21.1,21.1,2.7922,2.7922,36.78,56.83,35.76,57.74,53.93,57.45,62.1,67.85,35
1285,2.1626,3.1558,13.3,0.5963,1242.45,1459.53,455.44,457.52,20.23,3.1558,1459.53,455.44,145,136,1.8135,1.9302,2.0551,2.1294,1.7332,442.22,1.6386,18.26,2.5534,1.9895,2.0551,1459.53,455.44,457.52,2.2351,18.28,3.1558,13.3,13.3,0.5963,0.5963,68.94,31.24,52.51,32.66,57.35,68.17,69.83,31.54,64.26
1286,2.2834,3.1445,36.1,2.9299,1467.19,805.58,443.35,449.89,18.6,3.1445,805.58,443.35,146,136,2.3709,1.8812,2.463,2.0508,0.4045,446.2,2.2923,18.44,0.0416,2.8935,2.463,805.58,443.35,449.89,2.1811,19.59,3.1445,36.1,36.1,2.9299,2.9299,52.1,40.48,39.91,43.63,52.28,40.13,63.27,37.66,71.56
1287,2.1968,3.1084,22.6,0.56,800.17,1033.48,451.78,457.92,21.23,3.1084,1033.48,451.78,147,136,2.2538,1.8681,1.8322,1.5836,0.846,445.8,1.6893,21.27,1.5977,2.6765,1.8322,1033.48,451.78,457.92,2.5233,19.17,3.1084,22.6,22.6,0.56,0.56,38.13,67.9,51.05,32.02,50.42,59.68,64.93,38.66,64.88
1288,1.6216,3.1568,30.2,0.5297,949.59,927.25,441.86,450,21.17,3.1568,927.25,441.86,148,136,1.5721,2.0792,2.381,2.161,2.1498,449.94,0.8478,18.51,0.3499,0.7101,2.381,927.25,441.86,450,0.913,18.44,3.1568,30.2,30.2,0.5297,0.5297,60.26,70.37,45.35,30.95,68.63,57.82,70.94,44.39,39.41
1289,1.516,3.0494,10.1,0.1288,1055.54,998.96,447.55,455.02,20.15,3.0494,998.96,447.55,149,136,2.371,2.0812,2.4395,1.5016,2.2337,443.94,0.7635,19.92,0.8278,1.6911,2.4395,998.96,447.55,455.02,0.5621,21.72,3.0494,10.1,10.1,0.1288,0.1288,57.78,53.51,60.63,78.39,56.86,59.32,39.29,66.53,73.03
1290,2.2314,3.2223,41.9,2.8672,952.53,1310.94,447.58,446.8,21.52,3.2223,1310.94,447.58,150,136,1.7685,2.2737,1.5905,1.9919,1.2169,459.96,1.5421,19.35,0.7067,1.5011,1.5905,1310.94,447.58,446.8,0.6061,18.81,3.2223,41.9,41.9,2.8672,2.8672,49.66,67.07,36.81,36.59,44.36,57.01,65.09,72.04,38.04
1291,2.2017,2.8521,47.4,0.6791,943.08,1437.61,444.43,456.27,19.03,2.8521,1437.61,444.43,151,136,2.4402,2.3701,1.9779,2.2761,0.7119,448.19,0.8014,20.85,2.3099,2.4455,1.9779,1437.61,444.43,456.27,0.8925,21.04,2.8521,47.4,47.4,0.6791,0.6791,79.18,34.94,48.99,43.98,59.04,47.11,32.21,62.39,31.47
1292,1.7414,2.9932,42.9,1.2353,1028.58,832.08,442.66,448.55,20.47,2.9932,832.08,442.66,152,136,1.7763,1.7995,1.9449,2.4289,0.2372,442.03,1.0573,21.55,2.6182,1.002,1.9449,832.08,442.66,448.55,2.1598,20.32,2.9932,42.9,42.9,1.2353,1.2353,39.7,52.96,59.98,64.74,54.75,45.05,33.93,71.35,56.44
1293,2.1693,2.8114,21.4,1.4254,1228.36,829.55,457.92,444.6,20.93,2.8114,829.55,457.92,153,136,1.7373,1.5599,2.4778,1.7693,1.6281,451.4,2.7961,19.53,2.5128,0.1207,2.4778,829.55,457.92,444.6,1.1675,19,2.8114,21.4,21.4,1.4254,1.4254,47.98,53.99,75.55,67.31,30.28,31.44,38.62,61,32.51
1294,2.1111,3.2178,21.9,2.5833,1491.33,1335.47,440.04,452.12,18.98,3.2178,1335.47,440.04,103,137,1.6152,2.3241,1.9961,2.313,1.5714,445.18,1.8164,19.39,2.8763,1.25,1.9961,1335.47,440.04,452.12,0.2301,20.29,3.2178,21.9,21.9,2.5833,2.5833,55.39,61.71,51.48,45.21,76.8,52.24,57.12,69.05,51.1
1295,2.4462,3.0253,41.8,1.489,993.23,1288.3,447.07,458.72,19.86,3.0253,1288.3,447.07,104,137,2.2055,2.1688,1.9425,1.6841,0.3571,453.9,1.5016,19.05,1.1106,2.2032,1.9425,1288.3,447.07,458.72,1.3261,20.49,3.0253,41.8,41.8,1.489,1.489,64.38,46.19,77.26,55.38,65.18,33.02,72.67,56.35,43.55
1296,2.2175,3.2158,23.5,1.3828,1230.73,972.26,442.55,446.79,20.62,3.2158,972.26,442.55,105,137,1.51,2.1948,2.0987,2.2772,2.0719,456.15,0.5687,18.91,0.0724,1.5201,2.0987,972.26,442.55,446.79,2.6882,19.57,3.2158,23.5,23.5,1.3828,1.3828,47.83,36.55,79.65,61.44,55.81,61.74,41.92,75.65,41.14
1297,2.2656,3.4334,35.5,1.2697,1306.93,832.78,449.65,450.98,19.66,3.4334,832.78,449.65,106,137,2.1896,1.9366,1.8946,1.6993,0.9605,449.52,1.4193,21.69,1.1683,1.2994,1.8946,832.78,449.65,450.98,0.514,18.44,3.4334,35.5,35.5,1.2697,1.2697,71.15,66.36,71.49,73.34,31.5,51.32,32.81,56.98,64.57
1298,2.2677,3.3464,39.7,2.9479,1402.83,1332.84,449.58,449.95,18.01,3.3464,1332.84,449.58,107,137,1.5087,2.3608,1.5928,2.2423,0.4391,455.66,0.6912,21.47,1.0606,0.2222,1.5928,1332.84,449.58,449.95,0.8249,18.05,3.3464,39.7,39.7,2.9479,2.9479,51.9,48.65,77.64,39.75,46.83,33.84,33.37,46.63,42.47
1299,2.0902,3.4885,46.7,0.0353,1273.63,1320.61,458.92,456.13,21.8,3.4885,1320.61,458.92,108,137,1.9714,2.4288,2.1955,2.2898,0.2743,447.58,2.8214,18.73,2.462,1.9996,2.1955,1320.61,458.92,456.13,1.3411,18.64,3.4885,46.7,46.7,0.0353,0.0353,56.01,49.45,37.22,32.8,61.55,38.08,77.63,36.08,47.56
1300,1.7837,3.2394,32.1,1.7827,1086,1377.67,457.62,453.38,21.19,3.2394,1377.67,457.62,109,137,2.0244,1.781,2.0779,1.579,0.2534,442.68,2.7228,19.82,0.3869,2.5376,2.0779,1377.67,457.62,453.38,1.7381,19.07,3.2394,32.1,32.1,1.7827,1.7827,37.54,58.88,54.23,65.3,31.85,45.6,52.08,44.81,59.84
1301,2.0943,3.384,37.5,2.4138,1348,1249.15,456.45,455.78,19.26,3.384,1249.15,456.45,110,137,2.0088,1.6807,2.0099,2.2996,1.4829,440.66,0.3246,18.2,1.1901,2.6652,2.0099,1249.15,456.45,455.78,2.0511,20.05,3.384,37.5,37.5,2.4138,2.4138,76.38,46.22,79.05,36.46,55.39,30.11,35.81,60.64,62.93
1302,2.1698,2.9543,20.5,0.3248,1084.5,1329.28,443.07,456.09,18.25,2.9543,1329.28,443.07,111,137,2.3005,2.2827,2.1711,1.5052,0.3315,451.05,2.8706,20.05,0.3566,1.4541,2.1711,1329.28,443.07,456.09,1.3328,21,2.9543,20.5,20.5,0.3248,0.3248,69.33,73.75,31.72,55.36,47.64,72.67,41.26,66.18,57.76
1303,1.6237,3.2556,33.9,0.2669,993.79,1400.72,454.15,456.11,20.63,3.2556,1400.72,454.15,112,137,1.5473,2.2014,2.0976,2.3743,0.9576,448.55,1.7065,21.49,0.6925,2.9879,2.0976,1400.72,454.15,456.11,2.3147,18.44,3.2556,33.9,33.9,0.2669,0.2669,69.12,70.43,75.19,73.58,40.72,34.51,55.44,55.57,40.27
1304,2.027,2.8937,25.8,0.0185,987.45,1388.04,445.44,452.76,20.69,2.8937,1388.04,445.44,113,137,1.8278,2.3441,2.1606,2.1722,0.7747,444.64,0.2765,20.09,2.9479,0.7166,2.1606,1388.04,445.44,452.76,0.648,18.32,2.8937,25.8,25.8,0.0185,0.0185,64.69,48.44,65.48,38.11,40.05,46.95,46.43,47.74,58.65
1305,1.9212,3.1906,37.8,1.1974,1033.36,1071.73,440.76,440.93,20.45,3.1906,1071.73,440.76,114,137,1.5154,1.9795,2.3855,2.45,1.3975,449.87,1.16,20.73,2.1578,1.9699,2.3855,1071.73,440.76,440.93,0.5132,21.68,3.1906,37.8,37.8,1.1974,1.1974,43.1,76.37,55.78,30.29,33.45,36.53,50.69,66.79,73.2
1306,1.6117,3.1846,29,1.8409,1020.81,1203.11,441.39,453.54,18.81,3.1846,1203.11,441.39,115,137,2.3946,1.5863,2.0245,2.1193,1.1492,441.25,0.5704,21.81,0.1616,0.5592,2.0245,1203.11,441.39,453.54,1.3209,18.57,3.1846,29,29,1.8409,1.8409,32.97,60.72,67.75,31.44,57.07,57.47,40.18,76.38,43.97
1307,2.4555,2.8719,41.8,0.7294,1165.24,938.61,457.67,450.53,18.16,2.8719,938.61,457.67,116,137,1.9516,2.17,2.3544,1.6274,1.0088,450.86,2.8555,19.38,2.9832,0.1449,2.3544,938.61,457.67,450.53,1.9257,20.11,2.8719,41.8,41.8,0.7294,0.7294,47.59,49.91,71.97,73.08,40.56,34.76,75.82,75.69,46.7
1308,2.3557,3.1403,28.4,0.1459,1107.77,906.97,440.12,443.21,18.27,3.1403,906.97,440.12,117,137,2.4666,1.9538,2.116,1.791,2.1938,457.55,1.5639,18.37,1.8622,2.7207,2.116,906.97,440.12,443.21,0.1807,20.4,3.1403,28.4,28.4,0.1459,0.1459,73.69,34.04,59.22,32.49,53.03,38.98,56.28,43.93,47.54
1309,1.9247,3.4481,30,1.6852,1227.46,1229.06,447.93,453.92,21.82,3.4481,1229.06,447.93,118,137,1.6562,1.6078,2.2136,1.8918,2.7744,447.19,2.676,21.7,2.8106,2.0237,2.2136,1229.06,447.93,453.92,1.1201,20.24,3.4481,30,30,1.6852,1.6852,52.7,79.13,37.75,41.46,71.18,42.74,59.84,68.23,44.05
1310,2.0742,3.2361,19.9,1.1004,1078.45,811.35,449.87,451.78,19.94,3.2361,811.35,449.87,119,137,1.7147,1.6996,1.5529,1.5772,2.0753,448.17,1.2042,18.74,0.9956,0.7037,1.5529,811.35,449.87,451.78,1.3396,19.96,3.2361,19.9,19.9,1.1004,1.1004,40.74,76.77,37.29,65.65,40.08,40.53,34.76,76.19,72.8
1311,2.1177,2.9374,23.9,0.9538,1034.68,1063.49,452.78,443.35,19.55,2.9374,1063.49,452.78,120,137,2.1538,1.5431,1.9456,2.4171,1.2389,455.15,0.6079,20.86,2.7956,0.9533,1.9456,1063.49,452.78,443.35,0.3868,21.88,2.9374,23.9,23.9,0.9538,0.9538,33.96,43.23,46.89,40.03,32.46,64.02,77.89,39.05,59.92
1312,2.4884,3.3011,42,0.4239,1087.75,1390.54,447.45,457.03,20.37,3.3011,1390.54,447.45,121,137,2.1625,1.7592,1.6313,1.9719,2.1259,451.77,0.9303,18.29,2.1502,0.6299,1.6313,1390.54,447.45,457.03,0.2081,21.6,3.3011,42,42,0.4239,0.4239,39.27,51.55,39.14,73.73,31.76,61.96,48.15,46.53,34.25
1313,1.6369,2.9188,11.8,1.8437,1215.15,1231.67,445.61,453.36,18.69,2.9188,1231.67,445.61,122,137,1.9937,2.0789,2.241,1.7343,2.0396,451.45,0.2452,18.65,1.076,0.6987,2.241,1231.67,445.61,453.36,1.8291,18.13,2.9188,11.8,11.8,1.8437,1.8437,37.7,75.25,69.01,72.91,56.6,62.04,58.08,43.65,71.73
1314,2.1698,3.4578,49.5,1.1792,823.08,1298.71,447.91,449.69,19.32,3.4578,1298.71,447.91,123,137,2.1692,2.0901,2.4303,2.4792,0.2299,445.44,0.2119,18.55,0.3743,1.8156,2.4303,1298.71,447.91,449.69,2.5995,21.06,3.4578,49.5,49.5,1.1792,1.1792,35.33,60.76,73.59,62.66,77.18,43.12,40.63,62.44,79.04
1315,1.6143,3.0424,23.2,0.0256,1373.8,976.13,446.26,451.6,19.38,3.0424,976.13,446.26,124,137,1.5519,1.6929,2.3303,2.0054,0.6459,449.67,2.2031,20.85,0.1011,1.723,2.3303,976.13,446.26,451.6,1.4602,18.88,3.0424,23.2,23.2,0.0256,0.0256,50.96,65.87,68.48,67.91,68.39,79.14,62.99,52.63,71.15
1316,2.3999,2.9383,49.1,1.2567,926.65,892.08,455.85,440.61,20.89,2.9383,892.08,455.85,125,137,2.0248,2.3072,2.3926,1.6918,2.2954,446.52,2.1853,19.32,0.3472,2.6391,2.3926,892.08,455.85,440.61,2.411,20.84,2.9383,49.1,49.1,1.2567,1.2567,46.69,37.61,74.62,67.7,59.64,35.68,58.17,58.62,48.79
1317,2.043,3.1197,23.3,0.0632,916.82,1001.18,458.88,441.78,18.03,3.1197,1001.18,458.88,126,137,2.1791,1.6155,1.6603,1.9372,1.4826,451.35,1.5151,21.81,1.8688,1.225,1.6603,1001.18,458.88,441.78,1.9888,20.46,3.1197,23.3,23.3,0.0632,0.0632,35.43,61.15,31.56,49.35,62.13,48.53,59.21,72.1,62.34
1318,1.67,2.9821,26,0.3588,852.43,893.21,449.79,453.77,20.09,2.9821,893.21,449.79,127,137,1.9335,1.6377,2.2614,2.0996,2.0422,454.3,0.2949,19.78,1.7329,1.0264,2.2614,893.21,449.79,453.77,0.8502,20.27,2.9821,26,26,0.3588,0.3588,73.88,38.14,34.26,76.84,37.56,73.93,53.46,58.52,51.68
1319,2.2335,2.9189,11,0.5672,1441.07,1386.51,453.12,443.98,20.38,2.9189,1386.51,453.12,128,137,1.776,1.8028,1.7818,1.8143,1.9538,459.25,0.3594,20.85,1.6342,2.5227,1.7818,1386.51,453.12,443.98,2.1114,20.83,2.9189,11,11,0.5672,0.5672,64.75,64.38,76.09,34.05,69.74,39.66,45.09,47.04,31.79
1320,1.7893,3.3291,29.7,1.1005,1210.93,942.16,458.41,446.94,21,3.3291,942.16,458.41,129,137,1.774,1.9453,2.1538,2.1017,0.1295,456.25,0.4347,19.19,1.0247,1.4149,2.1538,942.16,458.41,446.94,0.3984,19.4,3.3291,29.7,29.7,1.1005,1.1005,79.9,35.91,65.72,67.12,50.35,62.1,34.81,43.8,34.6
1321,2.0806,3.4937,13.8,0.7872,1332.39,1261.99,447.73,448.04,19.25,3.4937,1261.99,447.73,130,137,2.1995,2.1994,2.2671,2.345,0.2619,457.19,1.881,20.42,1.2375,1.1272,2.2671,1261.99,447.73,448.04,1.8084,19.87,3.4937,13.8,13.8,0.7872,0.7872,60.8,35.6,62.44,55.96,60.75,70.92,56.84,75.25,56.61
1322,2.0593,3.4231,34.1,1.5958,947.15,921.43,456.24,450.67,18.27,3.4231,921.43,456.24,131,137,1.9104,1.9488,1.6138,1.8845,1.1828,440.13,2.3902,21.84,2.7094,1.9574,1.6138,921.43,456.24,450.67,1.8602,18.05,3.4231,34.1,34.1,1.5958,1.5958,72.53,35.78,54.59,36.35,63.12,30.52,38.63,46.35,32.43
1323,1.8825,2.9353,11.1,1.2723,1062.65,1459.01,458.22,451.64,21.35,2.9353,1459.01,458.22,132,137,2.2136,1.799,1.5788,1.6999,1.179,451.2,2.8066,20.08,2.7199,0.17,1.5788,1459.01,458.22,451.64,0.6469,18.14,2.9353,11.1,11.1,1.2723,1.2723,63.51,72.23,38.03,35.35,55.38,79.8,48.71,55.36,70.01
1324,2.2763,3.4085,19.5,2.205,1113.67,1368.47,441.38,457.03,18.56,3.4085,1368.47,441.38,133,137,2.2325,2.4713,2.1399,1.9897,1.0775,444.34,2.9478,18.14,0.5315,0.6538,2.1399,1368.47,441.38,457.03,2.9766,18.65,3.4085,19.5,19.5,2.205,2.205,57.07,62.06,49.72,57.35,58.88,57.91,47.45,55.21,69.27
1325,1.7494,3.0237,39.1,0.888,1493.23,1153.95,450.52,459.11,19.79,3.0237,1153.95,450.52,134,137,2.4608,1.5058,2.3168,2.0711,1.2703,451.13,0.5548,19.72,2.7911,2.2985,2.3168,1153.95,450.52,459.11,1.6757,21.94,3.0237,39.1,39.1,0.888,0.888,34.02,71.57,66.64,64.68,48.82,62.32,50.83,45.28,70.89
1326,1.5451,2.9528,16.2,1.5832,1263.74,1459.22,440.14,451.97,19.62,2.9528,1459.22,440.14,135,137,2.1093,2.3988,1.8325,2.111,0.3492,445.11,1.34,18.45,0.894,0.7498,1.8325,1459.22,440.14,451.97,0.7091,21.09,2.9528,16.2,16.2,1.5832,1.5832,68.18,31.31,70.23,61.31,57.7,68.72,32.61,63.63,50.37
1327,2.2651,2.9564,27.9,1.327,1132.45,1327.91,455.9,457.58,18.01,2.9564,1327.91,455.9,136,137,1.9551,2.1885,2.0708,1.9662,2.9769,440.01,1.8576,18.52,2.4526,2.5682,2.0708,1327.91,455.9,457.58,0.5919,19.97,2.9564,27.9,27.9,1.327,1.327,47.27,65.45,38.24,72.82,46.1,63.91,32.87,39.4,43.47
1328,2.1638,2.8008,37.2,2.3369,920.78,1261.43,453.08,458.48,18.88,2.8008,1261.43,453.08,137,137,2.3007,2.2902,2.2598,2.0598,0.3345,443.09,0.218,21.7,2.7091,1.8042,2.2598,1261.43,453.08,458.48,2.9159,20.75,2.8008,37.2,37.2,2.3369,2.3369,55.45,51.45,54.38,41.66,37.85,73.75,77.83,31.37,41.94
1329,1.7833,2.9253,25.8,0.861,1440.97,1472.73,444.45,448.7,20.91,2.9253,1472.73,444.45,138,137,2.1549,1.9383,1.7706,1.6316,2.9312,441.59,0.5215,18.31,0.4818,1.9466,1.7706,1472.73,444.45,448.7,1.9819,21.87,2.9253,25.8,25.8,0.861,0.861,74.4,76.23,54.68,35.82,48.99,55.98,40.24,70.24,69.22
1330,2.1604,2.8508,16.3,1.0299,1115.11,1299.53,453.44,459.05,21.31,2.8508,1299.53,453.44,139,137,1.5393,1.5369,1.6195,1.6023,1.3776,451.64,0.7707,19.01,2.8159,1.4896,1.6195,1299.53,453.44,459.05,1.1316,20.25,2.8508,16.3,16.3,1.0299,1.0299,55.17,48.15,75.21,57.36,68.89,42.77,50.35,36.07,49.48
1331,1.9117,3.1515,38.8,1.9311,1331.41,1359.7,441.07,457.67,18.32,3.1515,1359.7,441.07,140,137,1.6614,1.6368,2.1863,1.5901,2.5898,444.48,2.1297,21.87,1.9318,1.0245,2.1863,1359.7,441.07,457.67,0.7893,21.02,3.1515,38.8,38.8,1.9311,1.9311,68.31,44.33,52.27,46.3,47.72,75.52,66.33,42.16,75.08
1332,2.0435,3.1178,26.3,0.2172,867.44,1105.52,458.46,448.1,21.67,3.1178,1105.52,458.46,141,137,2.2183,2.3262,2.4259,2.3529,0.4019,455.05,1.7848,19.77,2.3931,0.5972,2.4259,1105.52,458.46,448.1,1.4335,21.98,3.1178,26.3,26.3,0.2172,0.2172,61.43,78,41.22,43.98,75.38,46.1,53.28,68.45,60.06
1333,2.3976,2.9254,49.7,0.2503,1350.4,1356.81,458.33,457.58,21.51,2.9254,1356.81,458.33,142,137,1.5923,1.5032,1.5787,1.7186,2.1532,451.52,2.8788,19.66,0.9445,1.6063,1.5787,1356.81,458.33,457.58,2.1773,19.66,2.9254,49.7,49.7,0.2503,0.2503,38.38,71.63,79.54,34.98,46.79,49.53,32.42,34.37,39.19
1334,1.9891,3.194,20.5,1.156,1093.25,1015.18,458.15,451.91,21.71,3.194,1015.18,458.15,143,137,1.5418,2.0959,1.5987,1.8946,0.5892,448.84,1.0404,21.38,2.2327,1.0039,1.5987,1015.18,458.15,451.91,2.8226,19.45,3.194,20.5,20.5,1.156,1.156,55.88,70.95,63.84,59.94,58.8,42.17,61.48,64.19,42.18
1335,2.389,3.2833,42.3,0.5397,805.2,824.56,455.4,444.48,18.05,3.2833,824.56,455.4,144,137,2.49,2.3796,1.6033,1.987,0.4312,458.1,2.7943,19.58,0.7703,1.3148,1.6033,824.56,455.4,444.48,1.2689,19.62,3.2833,42.3,42.3,0.5397,0.5397,74.12,33.47,79.59,61.28,36.52,75.79,31.03,48.86,73.75
1336,2.393,2.9059,21.1,1.5703,863.58,1410.78,456.59,453.55,20.46,2.9059,1410.78,456.59,145,137,1.7831,2.1095,1.5749,1.6362,0.7014,441.52,1.0919,20.29,2.5681,0.7654,1.5749,1410.78,456.59,453.55,0.0189,21.62,2.9059,21.1,21.1,1.5703,1.5703,48.98,31.49,30.85,56.72,47.67,67.02,47.31,32.51,55.41
1337,1.8357,2.9584,15.8,1.7064,1102.69,912.17,454.63,444.52,21.51,2.9584,912.17,454.63,146,137,2.4219,1.8315,1.5228,2.1613,2.8728,453.07,0.6182,21.97,1.1904,0.739,1.5228,912.17,454.63,444.52,2.1647,19.53,2.9584,15.8,15.8,1.7064,1.7064,45.76,56.63,45.9,56.65,55.52,63.65,71.23,61.79,46.71
1338,1.857,3.0299,45.9,0.3829,1159.51,858.37,450.93,458.27,21.62,3.0299,858.37,450.93,147,137,1.8005,2.2846,1.581,2.1221,2.7579,452,0.0486,19.42,2.9467,2.3519,1.581,858.37,450.93,458.27,2.4365,20.56,3.0299,45.9,45.9,0.3829,0.3829,60.21,38.6,51.71,71.82,63.48,38.01,49.53,78.97,54.42
1339,2.2636,3.3145,37.2,2.6314,1202.4,1176.25,443.24,455.79,18.67,3.3145,1176.25,443.24,148,137,1.8831,2.1722,2.3196,2.2007,0.0972,457.81,1.4795,21.26,0.0508,2.605,2.3196,1176.25,443.24,455.79,0.6489,19.02,3.3145,37.2,37.2,2.6314,2.6314,78.2,66.09,46.23,71.11,37.53,34.35,33.52,58.67,34.85
1340,1.52,3.1052,38.2,1.7596,1428.9,1356.69,457.38,444.46,21.51,3.1052,1356.69,457.38,149,137,2.077,1.8492,2.3102,1.9247,0.1054,452.69,0.5993,19.62,0.0961,2.1764,2.3102,1356.69,457.38,444.46,0.5004,18.57,3.1052,38.2,38.2,1.7596,1.7596,56.68,62.32,34.62,55.3,52.02,61.73,32.91,43.9,59.02
1341,2.0777,2.9643,25.9,1.0355,1278.8,1230.53,443.64,456.51,20.86,2.9643,1230.53,443.64,150,137,2.3652,1.972,1.6164,1.7362,0.7541,452.58,1.1897,21.83,0.4208,2.6577,1.6164,1230.53,443.64,456.51,0.1448,21.93,2.9643,25.9,25.9,1.0355,1.0355,57.06,49.94,43.31,64.22,54.49,38.17,53.14,76.23,52.36
