LotNo=8J208472300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
947,1.7723,2.9899,20.1,2.2762,1435.24,1253,457.57,445.75,20.58,2.9899,1253,457.57,140,127,1.536,2.2849,1.965,2.1497,1.0911,458,2.1949,19.1,1.527,0.5173,1.965,1253,457.57,445.75,0.3097,21.8,2.9899,20.1,20.1,2.2762,2.2762,68.78,34.3,70.86,35.57,42.36,47.04,77.19,72.59,59.44
948,1.8406,3.4063,11.3,0.0725,822.42,1402.31,458.09,445.69,18.42,3.4063,1402.31,458.09,141,127,1.794,1.7017,2.1612,1.6846,1.7626,447.72,2.8504,19.95,1.7335,0.404,2.1612,1402.31,458.09,445.69,1.0831,20.68,3.4063,11.3,11.3,0.0725,0.0725,74.63,68.46,39.93,30.33,70.16,76.13,64.31,59.88,42.45
949,1.5915,2.9628,39.9,1.9171,812.84,1159.61,451.94,457.58,19.23,2.9628,1159.61,451.94,142,127,1.5115,2.1984,1.6001,1.917,0.8239,451.88,2.84,20.41,1.1737,0.2753,1.6001,1159.61,451.94,457.58,0.2088,18.2,2.9628,39.9,39.9,1.9171,1.9171,56.06,53.39,72.97,37.77,60.36,79.08,62.7,34.49,75.99
950,1.7183,3.2059,10.8,2.1917,1188.78,1396.44,452.39,458.68,20.99,3.2059,1396.44,452.39,143,127,2.4098,1.7491,1.9126,2.1408,1.7444,445.28,2.5117,19.51,0.3744,2.4418,1.9126,1396.44,452.39,458.68,2.4996,19.01,3.2059,10.8,10.8,2.1917,2.1917,42.51,71.95,66.64,41.81,51.29,57.35,35.26,32.83,39.99
951,1.9724,2.8853,41.1,2.1357,1485.93,1175.19,445.61,454.93,18.53,2.8853,1175.19,445.61,144,127,1.5708,2.4612,2.2308,1.632,1.1251,450.83,0.7159,19.64,1.4341,0.9921,2.2308,1175.19,445.61,454.93,2.6538,18.61,2.8853,41.1,41.1,2.1357,2.1357,54.79,36.16,59.96,36.7,53.36,71.22,67.25,35.87,78.48
952,2.0923,3.1803,28,2.7993,926.9,1411.63,441.87,450.94,18.93,3.1803,1411.63,441.87,145,127,2.1959,1.9096,2.0067,1.9394,0.7299,445.27,2.056,18.85,1.7494,0.7681,2.0067,1411.63,441.87,450.94,1.4889,20.92,3.1803,28,28,2.7993,2.7993,79.26,63.34,33.2,60.21,55.98,52.55,50.15,43.84,65.44
953,2.0099,3.4199,13.5,0.2194,1032.13,1033.52,448.08,459.42,19.4,3.4199,1033.52,448.08,146,127,1.5028,2.3575,2.3775,2.0053,1.4737,458.41,2.8478,20.47,0.5901,0.2742,2.3775,1033.52,448.08,459.42,0.2474,18.27,3.4199,13.5,13.5,0.2194,0.2194,52.16,73.67,61.33,31.54,56.88,66.79,73.27,73.42,75.07
954,1.6929,2.9222,39.5,1.822,1486.47,1187.79,450.91,449.18,18.01,2.9222,1187.79,450.91,147,127,1.6181,1.89,2.2258,2.4741,0.1663,446.31,0.6852,21.25,2.4832,0.0453,2.2258,1187.79,450.91,449.18,2.4971,19.82,2.9222,39.5,39.5,1.822,1.822,66.3,43.4,57.62,47.26,68.44,34.64,30.06,71.37,74.16
955,2.0097,3.1075,45.1,1.5933,1226.1,873.49,451.01,455.51,18.61,3.1075,873.49,451.01,148,127,1.8004,2.1971,1.6544,2.3945,1.9198,442.6,1.955,19.38,1.8076,0.9292,1.6544,873.49,451.01,455.51,1.5012,19.66,3.1075,45.1,45.1,1.5933,1.5933,64.72,48.45,50.35,74,57.4,30.76,61.2,37.79,55.82
956,1.8643,2.8208,46.7,0.2171,918.97,1258.76,441.41,447.03,19.2,2.8208,1258.76,441.41,149,127,2.301,1.6696,2.1647,2.042,2.1799,457.79,1.607,19,2.9544,1.8595,2.1647,1258.76,441.41,447.03,1.4902,18.15,2.8208,46.7,46.7,0.2171,0.2171,79.5,61.86,49.01,61.14,71.2,38.76,71.44,42.03,69.5
957,1.8017,2.9972,42.7,0.6624,1215.95,1173.21,447.76,451.16,19.94,2.9972,1173.21,447.76,150,127,1.9046,1.8697,2.4092,2.2286,2.0956,440.48,0.11,18.41,1.4149,0.882,2.4092,1173.21,447.76,451.16,2.777,18.93,2.9972,42.7,42.7,0.6624,0.6624,30.58,62.55,71.73,36.04,61.6,69.23,33.73,57.57,43.16
958,1.5805,3.0708,47.5,1.5808,1079.72,1348.61,443.29,442.97,21.72,3.0708,1348.61,443.29,151,127,1.899,1.8581,1.7584,1.9497,1.8414,444.64,2.3941,19.93,1.903,1.836,1.7584,1348.61,443.29,442.97,0.8216,19.5,3.0708,47.5,47.5,1.5808,1.5808,43.17,77.98,71.22,30.84,36.95,60.03,37.18,39.09,47.9
959,2.3163,3.3174,26,2.6505,1457.49,1039.11,450.31,444.42,20.45,3.3174,1039.11,450.31,152,127,2.3537,2.487,2.2717,2.1182,0.0796,440.98,1.285,18.24,2.8965,1.0365,2.2717,1039.11,450.31,444.42,2.7822,20.11,3.3174,26,26,2.6505,2.6505,69.19,57.62,38.59,64.54,47.96,54.28,65.37,55.47,50.84
960,2.2809,3.3069,34.1,1.6455,851.97,1105.89,451.81,446.34,18.09,3.3069,1105.89,451.81,153,127,2.4922,1.7337,1.6335,1.7907,2.2462,450.45,2.9956,20.32,2.8297,0.8152,1.6335,1105.89,451.81,446.34,1.6373,21.22,3.3069,34.1,34.1,1.6455,1.6455,67.7,65.1,56.78,32.5,53.49,72.4,49.74,34.07,43.45
961,2.4659,3.278,26.2,0.7387,851.47,1382.35,459.85,452.64,19.37,3.278,1382.35,459.85,103,128,1.8543,1.9345,1.5734,2.0764,1.3974,452.03,2.8693,19.72,1.0441,2.523,1.5734,1382.35,459.85,452.64,1.094,20.71,3.278,26.2,26.2,0.7387,0.7387,61.25,40.25,49.04,56.51,43.81,51.81,31.88,52.01,76.6
962,1.8502,3.1985,28.1,1.4607,1419.78,1469.8,450.64,454.25,18.06,3.1985,1469.8,450.64,104,128,1.5496,2.3614,1.8951,2.279,0.4774,446.42,1.9281,19.98,0.7552,2.2384,1.8951,1469.8,450.64,454.25,0.444,20.14,3.1985,28.1,28.1,1.4607,1.4607,52.51,39.58,37.22,65.18,45.04,43.43,53.07,74.42,53.86
963,1.9367,2.804,25,1.0799,1013.37,1082.12,452.66,456.32,21.04,2.804,1082.12,452.66,105,128,2.0989,2.329,1.9428,2.3963,2.1721,447.02,1.1785,19.59,1.6522,2.797,1.9428,1082.12,452.66,456.32,2.3128,20.59,2.804,25,25,1.0799,1.0799,73.5,52.36,42.79,68.5,45.8,49.09,33.24,76.3,70.81
964,1.839,3.2892,39.3,1.608,1066.29,1432.15,451.1,442.53,21.8,3.2892,1432.15,451.1,106,128,1.6077,2.4805,1.5918,1.8945,2.2615,446.18,2.7603,18.38,0.8936,1.2458,1.5918,1432.15,451.1,442.53,1.5745,19.18,3.2892,39.3,39.3,1.608,1.608,53.61,38.81,39.08,55.64,47.72,54.11,30.18,68.43,46.19
965,2.3836,3.0776,47.9,1.9089,1472.22,1447.06,441,442.08,20.55,3.0776,1447.06,441,107,128,2.1655,1.5667,2.2008,2.3995,1.4637,448.58,1.5912,20.17,2.3753,0.9347,2.2008,1447.06,441,442.08,0.8584,19.12,3.0776,47.9,47.9,1.9089,1.9089,53.4,51.4,79.03,62.89,66.8,39.95,67.06,59.2,52.52
966,1.9439,3.464,12.2,2.0516,1044.39,1332.26,444.52,452.39,21.99,3.464,1332.26,444.52,108,128,2.4154,2.2187,2.4843,2.1165,0.5309,443.66,1.2318,18.33,2.5981,0.5215,2.4843,1332.26,444.52,452.39,0.403,18.24,3.464,12.2,12.2,2.0516,2.0516,64.82,42.48,69.41,37.21,69.53,74.03,67.28,32.38,76.59
967,2.4763,2.9188,42.8,1.7307,1078.44,899.49,448.53,444.97,18.36,2.9188,899.49,448.53,109,128,1.5892,1.6323,2.2397,1.8145,1.6158,446.41,2.1654,20.75,2.4959,2.1673,2.2397,899.49,448.53,444.97,2.0416,19.46,2.9188,42.8,42.8,1.7307,1.7307,45.09,51.91,36.92,75.02,38.95,73.81,50.94,48.85,37.91
968,2.3125,3.3731,22.6,2.3472,1244.99,839.53,452.74,456.7,21.56,3.3731,839.53,452.74,110,128,2.2043,2.2671,2.2345,2.32,0.1885,441.81,1.1643,21.23,2.5714,0.1674,2.2345,839.53,452.74,456.7,2.1386,20.9,3.3731,22.6,22.6,2.3472,2.3472,73.27,66.71,43.72,61.19,76.22,68.47,59.98,38.68,57.29
969,1.6941,2.9786,11.4,0.2479,1041.6,1071.68,440.22,442.72,18.4,2.9786,1071.68,440.22,111,128,2.4206,1.6149,1.9242,2.315,1.4036,450.76,0.3189,19.14,1.1608,0.0764,1.9242,1071.68,440.22,442.72,1.6998,18.87,2.9786,11.4,11.4,0.2479,0.2479,61.06,62.93,65.17,51.12,37.65,60.28,49.38,50.41,68.14
970,2.0525,3.3356,25.7,2.1894,1156.11,984.22,450.99,442.42,19.65,3.3356,984.22,450.99,112,128,1.8718,1.6325,1.7662,2.0906,2.7269,453.7,1.2539,21.34,1.5899,1.3591,1.7662,984.22,450.99,442.42,0.1365,18.72,3.3356,25.7,25.7,2.1894,2.1894,38.2,30.48,53.73,55.04,67.28,57.9,69,40.61,50.96
971,1.7595,3.4864,42.1,2.0586,1119.3,1108.21,452.31,451.19,19.51,3.4864,1108.21,452.31,134,128,2.369,2.0663,2.0505,1.8656,0.7784,455.15,0.8717,19.94,1.7329,0.3045,2.0505,1108.21,452.31,451.19,1.419,21.16,3.4864,42.1,42.1,2.0586,2.0586,50.09,57.74,42.63,59.77,75.91,62.11,47.98,66.25,47.44
972,1.9418,2.9235,23.1,2.9258,1385.78,1084.11,453.12,445.15,18.97,2.9235,1084.11,453.12,135,128,1.5596,1.8623,1.5053,2.4145,2.8357,446.45,2.9677,18.64,0.8173,0.627,1.5053,1084.11,453.12,445.15,1.0095,21.48,2.9235,23.1,23.1,2.9258,2.9258,39.78,79.25,78.65,46.89,77.78,78.55,49.41,51.07,63.54
973,2.3888,2.9812,37.8,2.6453,861.92,1092.39,446.95,459.12,18.66,2.9812,1092.39,446.95,136,128,2.3104,2.4372,2.0795,1.7922,1.8615,453.09,1.5969,19.81,1.1209,1.6336,2.0795,1092.39,446.95,459.12,1.404,19,2.9812,37.8,37.8,2.6453,2.6453,58.79,45.73,71.87,33.97,36.16,43.66,76.41,41.91,69.44
974,2.0752,3.0808,48.2,2.1948,1157.18,1072.37,451.17,440.93,21.64,3.0808,1072.37,451.17,137,128,2.1306,1.984,1.8008,2.4368,1.7977,459.69,2.8739,18.49,1.7679,1.0766,1.8008,1072.37,451.17,440.93,2.708,20.5,3.0808,48.2,48.2,2.1948,2.1948,79.31,69.99,74.1,60.53,46.64,53.88,39.21,51.99,42.59
975,1.7293,3.1783,32,0.1441,1294.83,1477.54,456.83,445.19,21.99,3.1783,1477.54,456.83,138,128,2.2913,1.9986,2.1234,1.5263,1.2195,446.68,1.3638,18.91,2.457,1.4789,2.1234,1477.54,456.83,445.19,1.9317,21.79,3.1783,32,32,0.1441,0.1441,62.86,67.84,30.27,53.13,39.92,45.87,35.79,56.38,72.77
976,2.4724,2.8339,29.7,1.3662,1189.84,1377.97,447.86,442.81,19.99,2.8339,1377.97,447.86,139,128,1.6474,1.5932,2.472,1.5195,0.3378,441.8,2.3358,20.83,2.6565,0.8922,2.472,1377.97,447.86,442.81,0.7642,20.19,2.8339,29.7,29.7,1.3662,1.3662,37.61,76.64,57.79,69.18,70.31,73.99,60.39,30.23,69.97
977,1.7173,3.3526,27.9,2.4831,1400.18,894.69,443.5,457.75,19.38,3.3526,894.69,443.5,140,128,2.3327,2.3431,2.1235,2.3888,0.9591,456.21,0.3763,19.19,2.5091,0.9959,2.1235,894.69,443.5,457.75,1.915,21.51,3.3526,27.9,27.9,2.4831,2.4831,31.56,59.15,50.15,64.39,65.27,43.6,57.09,50.77,56
978,2.2167,3.2939,42.3,2.3989,1058.4,1148.47,449.63,441.4,21.38,3.2939,1148.47,449.63,141,128,2.0895,1.9311,1.5509,1.7901,0.8363,441.64,0.6867,19.29,0.936,1.1504,1.5509,1148.47,449.63,441.4,2.9089,20.26,3.2939,42.3,42.3,2.3989,2.3989,30.48,30.43,55.19,55.26,44.2,32.59,73.62,34.1,39.04
979,1.5164,3.4645,39,1.6305,936.04,1347.49,459.93,447.76,19.69,3.4645,1347.49,459.93,142,128,1.7463,1.809,1.5572,1.8991,0.1762,446.11,0.4635,21.09,1.86,1.0394,1.5572,1347.49,459.93,447.76,2.2668,18.74,3.4645,39,39,1.6305,1.6305,42.3,48.66,71.59,44.61,68.1,42.43,54.9,38.35,51.68
980,1.7351,2.9199,37.9,2.0602,839,1247.66,453.18,458.31,19.01,2.9199,1247.66,453.18,143,128,2.3317,1.9526,2.3077,1.7784,0.0542,455.18,2.3112,21.93,1.4634,0.0829,2.3077,1247.66,453.18,458.31,2.1459,18.08,2.9199,37.9,37.9,2.0602,2.0602,50.2,43.96,73.83,59.77,38.16,71.19,49.29,45.01,39.11
981,1.5112,2.8222,47.8,1.1888,1181.39,1151.88,454.21,445.58,20.88,2.8222,1151.88,454.21,144,128,1.5635,2.1193,1.9655,2.2128,1.2634,447.84,2.3942,19.9,0.8711,0.775,1.9655,1151.88,454.21,445.58,0.559,21.6,2.8222,47.8,47.8,1.1888,1.1888,44.63,45.53,75.46,64.55,71.39,42.76,50.46,38.08,43.79
982,1.744,2.8967,20.7,1.9369,1397.46,1067.11,453.61,440.37,18.02,2.8967,1067.11,453.61,145,128,1.6649,2.1633,1.5259,2.4576,1.6799,455.51,2.6225,19.4,1.148,0.6015,1.5259,1067.11,453.61,440.37,1.664,19.56,2.8967,20.7,20.7,1.9369,1.9369,71.57,79.38,44.26,67.63,75.96,62.35,63.67,68.14,43.16
983,2.089,3.4919,39,2.9112,1062.56,853.37,450.52,441.99,19.98,3.4919,853.37,450.52,146,128,2.067,1.7647,2.3881,1.7762,0.5334,457.48,0.6709,18.93,2.427,1.7515,2.3881,853.37,450.52,441.99,2.6876,20.55,3.4919,39,39,2.9112,2.9112,60.21,41.09,78.17,48.33,70.03,52.55,67.36,52.4,71.41
984,2.02,2.8378,11.7,0.7816,975.92,1242.15,455.69,457.41,19.19,2.8378,1242.15,455.69,147,128,1.8899,1.7356,2.0891,2.3233,2.7077,445.43,0.63,19.79,1.4928,1.0761,2.0891,1242.15,455.69,457.41,1.6606,20.9,2.8378,11.7,11.7,0.7816,0.7816,48.65,41.25,46.06,37.17,48.01,53.07,38.84,52.99,42.8
985,2.1573,3.1123,10.7,1.9015,1072.43,1258.21,444.02,446.86,21.66,3.1123,1258.21,444.02,148,128,2.5,1.8431,1.8567,1.6977,1.3249,445.11,1.1099,20.53,0.8771,2.3505,1.8567,1258.21,444.02,446.86,1.3274,19.21,3.1123,10.7,10.7,1.9015,1.9015,54.89,78.28,46.37,45.54,65.68,39.17,43.23,58.08,69.36
986,1.6635,3.1721,48.2,2.1091,1283.69,1155.98,440.8,443.48,20.8,3.1721,1155.98,440.8,149,128,1.5744,1.6288,2.4709,1.5456,2.4475,441.94,0.8509,21.8,2.9125,1.6193,2.4709,1155.98,440.8,443.48,1.3952,21.66,3.1721,48.2,48.2,2.1091,2.1091,76.22,46.38,49.82,31.85,62.84,77.97,68.08,68.33,37.61
987,2.0852,3.3287,23.5,1.9376,1065.94,802.39,449.68,455.87,19.9,3.3287,802.39,449.68,150,128,2.4453,1.6679,2.4394,1.7058,2.4654,448.8,1.8476,18.71,2.1969,1.8847,2.4394,802.39,449.68,455.87,0.7585,18.65,3.3287,23.5,23.5,1.9376,1.9376,55.43,51.84,50.65,62.77,60.87,34.38,46.27,63.79,41.83
988,1.9047,3.0269,39.6,1.1885,1045.63,1053.32,447.88,458.33,21.72,3.0269,1053.32,447.88,151,128,1.6562,2.1193,1.6657,2.4534,1.8712,442.45,2.4182,18.65,1.8439,1.5506,1.6657,1053.32,447.88,458.33,0.6679,18.52,3.0269,39.6,39.6,1.1885,1.1885,62.92,31.9,32.36,64.47,42.38,56.31,78.2,43.56,46.79
989,1.9245,3.111,44.5,2.1259,1040.16,885.54,440.85,449.64,19.08,3.111,885.54,440.85,152,128,2.4541,2.4072,2.047,1.9695,1.2998,443.59,1.8871,21.13,1.4562,0.4987,2.047,885.54,440.85,449.64,1.2136,21.77,3.111,44.5,44.5,2.1259,2.1259,54.77,71.14,32.43,44.22,54.44,54.54,69.99,55.23,71.43
990,1.5102,2.8165,30.3,2.8009,1426.17,1392.79,457.3,440.33,21.81,2.8165,1392.79,457.3,153,128,1.7641,2.3369,1.8004,2.3759,2.3591,441.22,1.214,18.48,0.3959,1.1122,1.8004,1392.79,457.3,440.33,2.91,18.05,2.8165,30.3,30.3,2.8009,2.8009,47.38,48.95,51.59,31.54,49.27,78.23,31.86,66.7,57.92
991,2.1596,3.4026,13.7,1.7834,973,1339.21,443.59,457.14,18.98,3.4026,1339.21,443.59,103,129,2.2875,1.7642,1.8253,2.1038,0.5005,453.71,0.8158,21.73,0.7185,1.472,1.8253,1339.21,443.59,457.14,2.4028,19.8,3.4026,13.7,13.7,1.7834,1.7834,40.68,74.21,37.07,42.38,33.26,37.24,53.98,54.82,78.03
992,1.5788,3.1959,33.7,0.3442,1168.07,1384.69,451.42,456.8,21.87,3.1959,1384.69,451.42,104,129,2.0057,1.9102,2.3265,2.4987,0.2967,449.96,1.7581,21.68,1.3697,1.0368,2.3265,1384.69,451.42,456.8,0.6249,19.66,3.1959,33.7,33.7,0.3442,0.3442,51.36,62.2,70.63,35.47,56.95,72.87,36.4,68.02,54.86
993,1.5187,2.8697,38.8,2.6309,1319.67,1427.54,443.48,446.43,21.45,2.8697,1427.54,443.48,105,129,2.0196,1.9476,1.7566,2.2273,2.2703,456.14,0.451,18.82,2.4111,0.0242,1.7566,1427.54,443.48,446.43,0.2776,21.53,2.8697,38.8,38.8,2.6309,2.6309,40.62,44.78,67.28,77.91,54.38,34.9,69.94,63.77,60.21
994,2.417,3.0161,34.3,0.8233,861.97,926.98,440.98,458.93,20.87,3.0161,926.98,440.98,106,129,1.8936,1.9604,1.6583,1.9545,0.9414,444.44,0.6115,18.18,0.4355,2.8924,1.6583,926.98,440.98,458.93,1.0409,18.05,3.0161,34.3,34.3,0.8233,0.8233,52.55,67.67,41.05,71.48,33.17,30.4,53.83,52.98,77.75
995,1.9576,3.338,38.6,0.9566,809.07,1292.48,450.77,444.28,20.13,3.338,1292.48,450.77,107,129,2.0817,2.2643,2.3867,2.1008,1.7672,441.48,1.212,20.86,2.9869,2.0569,2.3867,1292.48,450.77,444.28,0.3758,21.48,3.338,38.6,38.6,0.9566,0.9566,64.99,37.66,69.41,39.48,40.62,41.91,54.17,32.08,74.37
996,1.5083,2.9387,47.7,1.7041,1002.55,1172.12,443.04,458.03,20.23,2.9387,1172.12,443.04,108,129,1.7549,2.3798,1.5949,1.9383,2.2179,450.85,1.6278,19.67,0.3691,0.8692,1.5949,1172.12,443.04,458.03,2.2035,21.23,2.9387,47.7,47.7,1.7041,1.7041,60.79,58.16,56.07,75.47,75.91,48.65,74.69,43.17,78.83
997,2.3899,2.9409,49.3,1.9702,1032.23,1405.76,456.41,443.12,20.9,2.9409,1405.76,456.41,109,129,1.9076,2.3271,1.8785,1.8505,1.8834,441.75,1.523,19.16,1.4832,2.2882,1.8785,1405.76,456.41,443.12,2.4842,19.65,2.9409,49.3,49.3,1.9702,1.9702,59.5,32.68,55.85,58.01,74.08,38.97,70.22,78.65,54.75
998,2.3622,2.8556,35,2.7524,866.42,1417.51,454.29,440.19,21.49,2.8556,1417.51,454.29,110,129,1.8883,2.0754,1.6079,1.5721,2.28,457.17,1.0337,18.94,0.0792,1.349,1.6079,1417.51,454.29,440.19,2.172,20.62,2.8556,35,35,2.7524,2.7524,75.75,33.09,66.52,44.01,36.37,77.11,61.44,71.11,74.37
999,1.9083,3.4745,31.7,2.8815,1226.53,1369.88,449.19,455.83,19.59,3.4745,1369.88,449.19,111,129,1.6163,2.4342,1.9876,1.9825,1.288,443.47,1.7358,20.25,0.3233,0.3168,1.9876,1369.88,449.19,455.83,2.1509,20.63,3.4745,31.7,31.7,2.8815,2.8815,34.89,74.62,53.12,58.97,56.22,75.82,42.07,54.86,54.53
1000,2.3595,3.3157,49.7,2.1768,1083.4,1322,456.25,451.34,20.23,3.3157,1322,456.25,112,129,1.6723,2.0982,2.1513,1.9523,2.7606,458.47,0.8666,18.5,2.9728,2.845,2.1513,1322,456.25,451.34,1.4847,18.11,3.3157,49.7,49.7,2.1768,2.1768,61.99,33.18,37.55,35.64,44.84,31.4,32.81,73.54,75.5
1001,1.8625,3.2115,19.8,0.7434,1372.62,1441.01,447.39,445.88,20.94,3.2115,1441.01,447.39,134,129,2.3919,1.604,2.3548,1.747,2.8445,443.94,2.8104,18.19,2.4347,2.5807,2.3548,1441.01,447.39,445.88,2.9186,19.26,3.2115,19.8,19.8,0.7434,0.7434,74.27,43.74,79.24,33,61.2,34.32,59.45,71.38,41.61
1002,2.4015,2.9622,25.1,0.0382,825.83,1235.02,453.85,455.62,21.03,2.9622,1235.02,453.85,135,129,2.1354,1.5985,2.4678,2.2172,2.402,447.74,2.5861,18.96,2.8284,1.8377,2.4678,1235.02,453.85,455.62,1.9215,18.47,2.9622,25.1,25.1,0.0382,0.0382,47.53,78.9,76.17,61.25,75.21,49.13,78.73,53.62,52.9
1003,1.9931,3.1715,45.1,1.9754,819.09,1076.58,455.39,452.04,18.79,3.1715,1076.58,455.39,136,129,1.8895,2.2302,2.4368,1.6015,0.0195,459.1,0.6068,20.25,0.9412,0.3615,2.4368,1076.58,455.39,452.04,0.1239,19.98,3.1715,45.1,45.1,1.9754,1.9754,57.05,51.89,73.15,44.26,66.62,31.59,66.28,47.82,33.18
1004,2.3574,2.8984,42,2.9915,1475.86,1451.7,445.44,440.16,19.59,2.8984,1451.7,445.44,137,129,1.7183,1.9815,1.8014,2.2659,0.4713,446.62,2.8383,20.61,2.6001,0.8645,1.8014,1451.7,445.44,440.16,1.7114,18.43,2.8984,42,42,2.9915,2.9915,50.07,57.62,45.34,60.88,37.64,66.8,69.71,74.55,49.84
1005,1.8322,3.3785,42.5,0.6071,1306.01,1492.73,440.37,446.33,20.15,3.3785,1492.73,440.37,138,129,2.1123,2.1144,1.5393,1.5462,1.4204,443.7,0.9985,19.72,2.8858,0.3985,1.5393,1492.73,440.37,446.33,1.4103,20.35,3.3785,42.5,42.5,0.6071,0.6071,74.7,37.43,49.92,59.87,49.87,35.02,38.25,69.53,45.04
1006,1.6759,3.3433,35,2.3303,832.79,872.7,455.35,455.38,19.84,3.3433,872.7,455.35,139,129,2.4764,1.9592,2.4295,1.6695,1.0327,443.72,2.5679,20.53,2.5159,2.4836,2.4295,872.7,455.35,455.38,0.6821,20.75,3.3433,35,35,2.3303,2.3303,63.78,39.75,35.14,62.58,72.6,39.14,70.23,50.06,77.13
1007,2.1602,3.1995,18.2,0.765,1179.59,1103.95,454.92,443.07,18.29,3.1995,1103.95,454.92,140,129,2.3586,1.5896,2.3372,1.6933,1.8351,455.39,0.5362,18.2,2.9248,0.2752,2.3372,1103.95,454.92,443.07,0.122,20.02,3.1995,18.2,18.2,0.765,0.765,78.28,73.2,46.99,54.9,44.89,48.35,57.21,56.6,62.64
1008,2.4741,3.2593,17.3,2.9592,1379.59,1041.91,459.76,458.93,21.4,3.2593,1041.91,459.76,141,129,1.7329,1.9643,2.2319,2.0335,0.6064,454.77,2.7646,19.52,2.4035,0.7601,2.2319,1041.91,459.76,458.93,1.5853,19.95,3.2593,17.3,17.3,2.9592,2.9592,58.67,60.64,35.44,76.67,47.26,55.29,55.99,39.64,77.64
1009,2.1138,2.9272,41.9,0.708,1457.57,993.6,448.01,444.86,20.24,2.9272,993.6,448.01,142,129,2.2488,1.8621,2.2841,1.8767,2.9115,444.78,1.5988,18.98,1.9529,1.0201,2.2841,993.6,448.01,444.86,0.5304,20.34,2.9272,41.9,41.9,0.708,0.708,41.37,57.89,58.83,37.88,32.92,69.65,75.95,71.82,66.96
1010,2.4829,3.1367,30.5,1.034,833.4,1421.14,449.36,452.78,20.51,3.1367,1421.14,449.36,143,129,2.3868,2.0629,1.5831,1.7643,1.825,441.01,0.7818,20.53,1.7709,2.8875,1.5831,1421.14,449.36,452.78,1.8957,19.79,3.1367,30.5,30.5,1.034,1.034,70.2,47.04,36.99,48.95,56.13,58.9,77.21,40.91,43.9
1011,2.477,2.9522,26,1.2668,1167.81,983.67,449.86,453.78,19.26,2.9522,983.67,449.86,144,129,2.3056,1.9621,2.1195,1.7525,2.5402,445.88,2.5522,18.81,1.8652,0.7577,2.1195,983.67,449.86,453.78,0.2512,19.52,2.9522,26,26,1.2668,1.2668,40.38,37.6,30.37,74.6,30.02,44.79,75.88,54.06,34.41
1012,1.954,3.2979,46.5,1.0486,950.57,893.77,455.91,459.88,18.49,3.2979,893.77,455.91,145,129,1.9048,2.4278,1.7386,2.4387,2.3346,457.8,0.499,20.65,0.0246,1.2297,1.7386,893.77,455.91,459.88,0.276,20.95,3.2979,46.5,46.5,1.0486,1.0486,61.28,62.66,54.29,37.69,79.2,78.92,30.33,62.97,40.74
1013,2.1834,3.4913,23.7,2.7083,1497.65,1230.89,458.6,443.58,18.06,3.4913,1230.89,458.6,146,129,2.0187,2.0639,1.6297,1.8154,0.2843,457.63,2.0372,19.34,2.2276,0.8849,1.6297,1230.89,458.6,443.58,2.6559,21,3.4913,23.7,23.7,2.7083,2.7083,61.82,43.02,45.95,73.43,73.67,78.49,43.71,57.5,72.01
1014,1.9363,2.8303,30.3,0.6074,1107.07,1204.67,457.52,446.78,18.43,2.8303,1204.67,457.52,147,129,2.1066,1.9378,1.5271,2.4547,1.1586,442.04,2.8771,19.4,2.21,2.9176,1.5271,1204.67,457.52,446.78,2.0438,19.83,2.8303,30.3,30.3,0.6074,0.6074,70.54,33.28,40.87,41.66,63.3,42.37,50.52,56.31,33.6
1015,1.9642,3.3999,28.8,0.6055,933.62,954.65,450.41,442.45,21.32,3.3999,954.65,450.41,148,129,2.4687,1.6889,1.5256,2.4185,2.9249,445.22,0.108,20.02,1.2117,2.1792,1.5256,954.65,450.41,442.45,2.1185,18.8,3.3999,28.8,28.8,0.6055,0.6055,47.09,45.37,43.27,64.59,68.16,64.84,38.15,69.7,55.96
1016,2.1736,2.9648,40.6,0.843,859.53,965.08,453.19,445.26,18.26,2.9648,965.08,453.19,149,129,2.3052,1.6683,1.8293,1.6478,1.048,454.78,1.9005,19.87,2.0025,1.7863,1.8293,965.08,453.19,445.26,1.1851,21.76,2.9648,40.6,40.6,0.843,0.843,67.88,64.86,55.85,72.68,74.12,75.18,74.22,40.24,34.32
